,rate,affair,offerdate,currency
2018-12-14,781.02,美推迟加税时间,2018-12-14,欧元
2018-12-13,782.25,美推迟加税时间,2018-12-14,欧元
2018-12-12,782.0,美推迟加税时间,2018-12-14,欧元
2018-12-11,783.93,美推迟加税时间,2018-12-14,欧元
2018-12-10,783.33,美推迟加税时间,2018-12-14,欧元
2019-01-02,785.21,中暂降关税，不再征收出口关税,2018-12-24,欧元
2018-12-28,784.73,中暂降关税，不再征收出口关税,2018-12-24,欧元
2018-12-27,782.8,中暂降关税，不再征收出口关税,2018-12-24,欧元
2018-12-26,785.71,中暂降关税，不再征收出口关税,2018-12-24,欧元
2018-12-25,785.76,中暂降关税，不再征收出口关税,2018-12-24,欧元
2018-12-24,785.29,中暂降关税，不再征收出口关税,2018-12-24,欧元
2018-12-21,788.48,中暂降关税，不再征收出口关税,2018-12-24,欧元
2018-12-20,784.78,中暂降关税，不再征收出口关税,2018-12-24,欧元
2018-12-19,783.47,中暂降关税，不再征收出口关税,2018-12-24,欧元
2018-12-18,781.53,中暂降关税，不再征收出口关税,2018-12-24,欧元
2019-03-12,755.84,推迟关税提高期限,2019-03-05,欧元
2019-03-11,754.85,推迟关税提高期限,2019-03-05,欧元
2019-03-08,752.64,推迟关税提高期限,2019-03-05,欧元
2019-03-07,758.95,推迟关税提高期限,2019-03-05,欧元
2019-03-06,757.96,推迟关税提高期限,2019-03-05,欧元
2019-03-05,759.66,推迟关税提高期限,2019-03-05,欧元
2019-03-04,762.47,推迟关税提高期限,2019-03-05,欧元
2019-03-01,761.21,推迟关税提高期限,2019-03-05,欧元
2019-02-28,760.82,推迟关税提高期限,2019-03-05,欧元
2019-02-27,761.68,推迟关税提高期限,2019-03-05,欧元
2019-04-15,758.71,国务院下调进境物品进口税,2019-04-08,欧元
2019-04-12,757.07,国务院下调进境物品进口税,2019-04-08,欧元
2019-04-11,756.27,国务院下调进境物品进口税,2019-04-08,欧元
2019-04-10,755.95,国务院下调进境物品进口税,2019-04-08,欧元
2019-04-09,755.79,国务院下调进境物品进口税,2019-04-08,欧元
2019-04-08,753.74,国务院下调进境物品进口税,2019-04-08,欧元
2019-04-04,754.09,国务院下调进境物品进口税,2019-04-08,欧元
2019-04-03,752.9,国务院下调进境物品进口税,2019-04-08,欧元
2019-04-02,752.57,国务院下调进境物品进口税,2019-04-08,欧元
2019-04-01,754.2,国务院下调进境物品进口税,2019-04-08,欧元
2019-05-16,769.74,加征关税,2019-05-09,欧元
2019-05-15,768.99,加征关税,2019-05-09,欧元
2019-05-14,767.68,加征关税,2019-05-09,欧元
2019-05-13,763.27,加征关税,2019-05-09,欧元
2019-05-10,761.87,加征关税,2019-05-09,欧元
2019-05-09,757.51,加征关税,2019-05-09,欧元
2019-05-08,756.47,加征关税,2019-05-09,欧元
2019-05-07,756.1,加征关税,2019-05-09,欧元
2019-05-06,753.24,加征关税,2019-05-09,欧元
2019-04-30,752.56,加征关税,2019-05-09,欧元
2019-05-17,769.26,美宣布加征关税,2019-05-10,欧元
2019-05-16,769.74,美宣布加征关税,2019-05-10,欧元
2019-05-15,768.99,美宣布加征关税,2019-05-10,欧元
2019-05-14,767.68,美宣布加征关税,2019-05-10,欧元
2019-05-13,763.27,美宣布加征关税,2019-05-10,欧元
2019-05-10,761.87,美宣布加征关税,2019-05-10,欧元
2019-05-09,757.51,美宣布加征关税,2019-05-10,欧元
2019-05-08,756.47,美宣布加征关税,2019-05-10,欧元
2019-05-07,756.1,美宣布加征关税,2019-05-10,欧元
2019-05-06,753.24,美宣布加征关税,2019-05-10,欧元
2019-05-20,770.75,"中排除美商品的加征关税,中提高关税",2019-05-13,欧元
2019-05-17,769.26,"中排除美商品的加征关税,中提高关税",2019-05-13,欧元
2019-05-16,769.74,"中排除美商品的加征关税,中提高关税",2019-05-13,欧元
2019-05-15,768.99,"中排除美商品的加征关税,中提高关税",2019-05-13,欧元
2019-05-14,767.68,"中排除美商品的加征关税,中提高关税",2019-05-13,欧元
2019-05-13,763.27,"中排除美商品的加征关税,中提高关税",2019-05-13,欧元
2019-05-10,761.87,"中排除美商品的加征关税,中提高关税",2019-05-13,欧元
2019-05-09,757.51,"中排除美商品的加征关税,中提高关税",2019-05-13,欧元
2019-05-08,756.47,"中排除美商品的加征关税,中提高关税",2019-05-13,欧元
2019-05-07,756.1,"中排除美商品的加征关税,中提高关税",2019-05-13,欧元
2019-06-10,779.97,推迟实施加征关税,2019-05-31,欧元
2019-06-06,775.31,推迟实施加征关税,2019-05-31,欧元
2019-06-05,775.96,推迟实施加征关税,2019-05-31,欧元
2019-06-04,773.99,推迟实施加征关税,2019-05-31,欧元
2019-06-03,769.97,推迟实施加征关税,2019-05-31,欧元
2019-05-31,768.33,推迟实施加征关税,2019-05-31,欧元
2019-05-30,769.52,推迟实施加征关税,2019-05-31,欧元
2019-05-29,771.46,推迟实施加征关税,2019-05-31,欧元
2019-05-28,771.89,推迟实施加征关税,2019-05-31,欧元
2019-05-27,772.62,推迟实施加征关税,2019-05-31,欧元
2019-07-16,773.78,美对中关税排除110种,2019-07-09,欧元
2019-07-15,773.93,美对中关税排除110种,2019-07-09,欧元
2019-07-12,773.03,美对中关税排除110种,2019-07-09,欧元
2019-07-11,773.13,美对中关税排除110种,2019-07-09,欧元
2019-07-10,771.49,美对中关税排除110种,2019-07-09,欧元
2019-07-09,772.14,美对中关税排除110种,2019-07-09,欧元
2019-07-08,773.26,美对中关税排除110种,2019-07-09,欧元
2019-07-05,775.25,美对中关税排除110种,2019-07-09,欧元
2019-07-04,775.44,美对中关税排除110种,2019-07-09,欧元
2019-07-03,774.74,美对中关税排除110种,2019-07-09,欧元
2019-08-02,763.7,中允许俄罗斯全境大豆进口,2019-07-26,欧元
2019-08-01,763.56,中允许俄罗斯全境大豆进口,2019-07-26,欧元
2019-07-31,768.03,中允许俄罗斯全境大豆进口,2019-07-26,欧元
2019-07-30,767.49,中允许俄罗斯全境大豆进口,2019-07-26,欧元
2019-07-29,766.11,中允许俄罗斯全境大豆进口,2019-07-26,欧元
2019-07-26,766.8,中允许俄罗斯全境大豆进口,2019-07-26,欧元
2019-07-25,765.82,中允许俄罗斯全境大豆进口,2019-07-26,欧元
2019-07-24,767.79,中允许俄罗斯全境大豆进口,2019-07-26,欧元
2019-07-23,771.17,中允许俄罗斯全境大豆进口,2019-07-26,欧元
2019-07-22,771.35,中允许俄罗斯全境大豆进口,2019-07-26,欧元
2019-08-05,768.21,美国大豆装船运往中国,2019-07-29,欧元
2019-08-02,763.7,美国大豆装船运往中国,2019-07-29,欧元
2019-08-01,763.56,美国大豆装船运往中国,2019-07-29,欧元
2019-07-31,768.03,美国大豆装船运往中国,2019-07-29,欧元
2019-07-30,767.49,美国大豆装船运往中国,2019-07-29,欧元
2019-07-29,766.11,美国大豆装船运往中国,2019-07-29,欧元
2019-07-26,766.8,美国大豆装船运往中国,2019-07-29,欧元
2019-07-25,765.82,美国大豆装船运往中国,2019-07-29,欧元
2019-07-24,767.79,美国大豆装船运往中国,2019-07-29,欧元
2019-07-23,771.17,美国大豆装船运往中国,2019-07-29,欧元
2019-08-08,786.11,美总统称加关税,2019-08-01,欧元
2019-08-07,784.51,美总统称加关税,2019-08-01,欧元
2019-08-06,782.52,美总统称加关税,2019-08-01,欧元
2019-08-05,768.21,美总统称加关税,2019-08-01,欧元
2019-08-02,763.7,美总统称加关税,2019-08-01,欧元
2019-08-01,763.56,美总统称加关税,2019-08-01,欧元
2019-07-31,768.03,美总统称加关税,2019-08-01,欧元
2019-07-30,767.49,美总统称加关税,2019-08-01,欧元
2019-07-29,766.11,美总统称加关税,2019-08-01,欧元
2019-07-26,766.8,美总统称加关税,2019-08-01,欧元
2019-08-09,785.12,中方威胁反制,2019-08-02,欧元
2019-08-08,786.11,中方威胁反制,2019-08-02,欧元
2019-08-07,784.51,中方威胁反制,2019-08-02,欧元
2019-08-06,782.52,中方威胁反制,2019-08-02,欧元
2019-08-05,768.21,中方威胁反制,2019-08-02,欧元
2019-08-02,763.7,中方威胁反制,2019-08-02,欧元
2019-08-01,763.56,中方威胁反制,2019-08-02,欧元
2019-07-31,768.03,中方威胁反制,2019-08-02,欧元
2019-07-30,767.49,中方威胁反制,2019-08-02,欧元
2019-07-29,766.11,中方威胁反制,2019-08-02,欧元
2019-08-13,789.16,暂停采购美农产品,2019-08-06,欧元
2019-08-12,787.67,暂停采购美农产品,2019-08-06,欧元
2019-08-09,785.12,暂停采购美农产品,2019-08-06,欧元
2019-08-08,786.11,暂停采购美农产品,2019-08-06,欧元
2019-08-07,784.51,暂停采购美农产品,2019-08-06,欧元
2019-08-06,782.52,暂停采购美农产品,2019-08-06,欧元
2019-08-05,768.21,暂停采购美农产品,2019-08-06,欧元
2019-08-02,763.7,暂停采购美农产品,2019-08-06,欧元
2019-08-01,763.56,暂停采购美农产品,2019-08-06,欧元
2019-07-31,768.03,暂停采购美农产品,2019-08-06,欧元
2019-08-20,780.88,美宣布9.1生效的部分加征关税失效,2019-08-13,欧元
2019-08-19,780.52,美宣布9.1生效的部分加征关税失效,2019-08-13,欧元
2019-08-16,781.09,美宣布9.1生效的部分加征关税失效,2019-08-13,欧元
2019-08-15,782.78,美宣布9.1生效的部分加征关税失效,2019-08-13,欧元
2019-08-14,787.97,美宣布9.1生效的部分加征关税失效,2019-08-13,欧元
2019-08-13,789.16,美宣布9.1生效的部分加征关税失效,2019-08-13,欧元
2019-08-12,787.67,美宣布9.1生效的部分加征关税失效,2019-08-13,欧元
2019-08-09,785.12,美宣布9.1生效的部分加征关税失效,2019-08-13,欧元
2019-08-08,786.11,美宣布9.1生效的部分加征关税失效,2019-08-13,欧元
2019-08-07,784.51,美宣布9.1生效的部分加征关税失效,2019-08-13,欧元
2019-08-22,781.83,美宣称加征关税,2019-08-15,欧元
2019-08-21,781.72,美宣称加征关税,2019-08-15,欧元
2019-08-20,780.88,美宣称加征关税,2019-08-15,欧元
2019-08-19,780.52,美宣称加征关税,2019-08-15,欧元
2019-08-16,781.09,美宣称加征关税,2019-08-15,欧元
2019-08-15,782.78,美宣称加征关税,2019-08-15,欧元
2019-08-14,787.97,美宣称加征关税,2019-08-15,欧元
2019-08-13,789.16,美宣称加征关税,2019-08-15,欧元
2019-08-12,787.67,美宣称加征关税,2019-08-15,欧元
2019-08-09,785.12,美宣称加征关税,2019-08-15,欧元
2019-08-30,786.61,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,欧元
2019-08-29,789.02,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,欧元
2019-08-28,788.89,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,欧元
2019-08-27,788.36,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,欧元
2019-08-26,786.27,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,欧元
2019-08-23,783.05,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,欧元
2019-08-22,781.83,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,欧元
2019-08-21,781.72,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,欧元
2019-08-20,780.88,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,欧元
2019-08-19,780.52,"美快递搜查芬太尼,中宣称加征关税",2019-08-23,欧元
2019-09-06,784.11,ustr发布通知加税明日生效,2019-08-30,欧元
2019-09-05,782.9,ustr发布通知加税明日生效,2019-08-30,欧元
2019-09-04,780.28,ustr发布通知加税明日生效,2019-08-30,欧元
2019-09-03,780.51,ustr发布通知加税明日生效,2019-08-30,欧元
2019-09-02,781.53,ustr发布通知加税明日生效,2019-08-30,欧元
2019-08-30,786.61,ustr发布通知加税明日生效,2019-08-30,欧元
2019-08-29,789.02,ustr发布通知加税明日生效,2019-08-30,欧元
2019-08-28,788.89,ustr发布通知加税明日生效,2019-08-30,欧元
2019-08-27,788.36,ustr发布通知加税明日生效,2019-08-30,欧元
2019-08-26,786.27,ustr发布通知加税明日生效,2019-08-30,欧元
2019-09-09,782.07,加税征集意见,2019-09-02,欧元
2019-09-06,784.11,加税征集意见,2019-09-02,欧元
2019-09-05,782.9,加税征集意见,2019-09-02,欧元
2019-09-04,780.28,加税征集意见,2019-09-02,欧元
2019-09-03,780.51,加税征集意见,2019-09-02,欧元
2019-09-02,781.53,加税征集意见,2019-09-02,欧元
2019-08-30,786.61,加税征集意见,2019-09-02,欧元
2019-08-29,789.02,加税征集意见,2019-09-02,欧元
2019-08-28,788.89,加税征集意见,2019-09-02,欧元
2019-08-27,788.36,加税征集意见,2019-09-02,欧元
2019-09-19,781.32,中推迟加征关税生效,2019-09-11,欧元
2019-09-18,783.12,中推迟加征关税生效,2019-09-11,欧元
2019-09-17,778.32,中推迟加征关税生效,2019-09-11,欧元
2019-09-16,783.47,中推迟加征关税生效,2019-09-11,欧元
2019-09-12,781.73,中推迟加征关税生效,2019-09-11,欧元
2019-09-11,783.59,中推迟加征关税生效,2019-09-11,欧元
2019-09-10,784.03,中推迟加征关税生效,2019-09-11,欧元
2019-09-09,782.07,中推迟加征关税生效,2019-09-11,欧元
2019-09-06,784.11,中推迟加征关税生效,2019-09-11,欧元
2019-09-05,782.9,中推迟加征关税生效,2019-09-11,欧元
2019-09-20,782.36,采购询价,2019-09-12,欧元
2019-09-19,781.32,采购询价,2019-09-12,欧元
2019-09-18,783.12,采购询价,2019-09-12,欧元
2019-09-17,778.32,采购询价,2019-09-12,欧元
2019-09-16,783.47,采购询价,2019-09-12,欧元
2019-09-12,781.73,采购询价,2019-09-12,欧元
2019-09-11,783.59,采购询价,2019-09-12,欧元
2019-09-10,784.03,采购询价,2019-09-12,欧元
2019-09-09,782.07,采购询价,2019-09-12,欧元
2019-09-06,784.11,采购询价,2019-09-12,欧元
2019-09-24,779.62,加税排除清单,2019-09-17,欧元
2019-09-23,780.3,加税排除清单,2019-09-17,欧元
2019-09-20,782.36,加税排除清单,2019-09-17,欧元
2019-09-19,781.32,加税排除清单,2019-09-17,欧元
2019-09-18,783.12,加税排除清单,2019-09-17,欧元
2019-09-17,778.32,加税排除清单,2019-09-17,欧元
2019-09-16,783.47,加税排除清单,2019-09-17,欧元
2019-09-12,781.73,加税排除清单,2019-09-17,欧元
2019-09-11,783.59,加税排除清单,2019-09-17,欧元
2019-09-10,784.03,加税排除清单,2019-09-17,欧元
2018-03-15,5.9446,钢铁、铝加税,2018-03-08,日元
2018-03-14,5.9352,钢铁、铝加税,2018-03-08,日元
2018-03-13,5.9459,钢铁、铝加税,2018-03-08,日元
2018-03-12,5.9244,钢铁、铝加税,2018-03-08,日元
2018-03-09,5.9641,钢铁、铝加税,2018-03-08,日元
2018-03-08,5.9602,钢铁、铝加税,2018-03-08,日元
2018-03-07,5.9931,钢铁、铝加税,2018-03-08,日元
2018-03-06,5.9651,钢铁、铝加税,2018-03-08,日元
2018-03-05,6.0088,钢铁、铝加税,2018-03-08,日元
2018-03-02,5.9655,钢铁、铝加税,2018-03-08,日元
2018-03-15,5.9446,钢铁、铝加税,2018-03-08,日元
2018-03-14,5.9352,钢铁、铝加税,2018-03-08,日元
2018-03-13,5.9459,钢铁、铝加税,2018-03-08,日元
2018-03-12,5.9244,钢铁、铝加税,2018-03-08,日元
2018-03-09,5.9641,钢铁、铝加税,2018-03-08,日元
2018-03-08,5.9602,钢铁、铝加税,2018-03-08,日元
2018-03-07,5.9931,钢铁、铝加税,2018-03-08,日元
2018-03-06,5.9651,钢铁、铝加税,2018-03-08,日元
2018-03-05,6.0088,钢铁、铝加税,2018-03-08,日元
2018-03-02,5.9655,钢铁、铝加税,2018-03-08,日元
2018-03-30,5.9066,征税征求意见,2018-03-23,日元
2018-03-29,5.9011,征税征求意见,2018-03-23,日元
2018-03-28,5.9559,征税征求意见,2018-03-23,日元
2018-03-27,5.954,征税征求意见,2018-03-23,日元
2018-03-26,6.0297,征税征求意见,2018-03-23,日元
2018-03-23,6.0361,征税征求意见,2018-03-23,日元
2018-03-22,5.9626,征税征求意见,2018-03-23,日元
2018-03-21,5.9519,征税征求意见,2018-03-23,日元
2018-03-20,5.9672,征税征求意见,2018-03-23,日元
2018-03-19,5.9751,征税征求意见,2018-03-23,日元
2018-04-13,5.8617,"中宣称加税,美宣称加税",2018-04-04,日元
2018-04-12,5.8808,"中宣称加税,美宣称加税",2018-04-04,日元
2018-04-11,5.8697,"中宣称加税,美宣称加税",2018-04-04,日元
2018-04-10,5.9104,"中宣称加税,美宣称加税",2018-04-04,日元
2018-04-09,5.9014,"中宣称加税,美宣称加税",2018-04-04,日元
2018-04-04,5.9075,"中宣称加税,美宣称加税",2018-04-04,日元
2018-04-03,5.9395,"中宣称加税,美宣称加税",2018-04-04,日元
2018-04-02,5.9047,"中宣称加税,美宣称加税",2018-04-04,日元
2018-03-30,5.9066,"中宣称加税,美宣称加税",2018-04-04,日元
2018-03-29,5.9011,"中宣称加税,美宣称加税",2018-04-04,日元
2018-06-05,5.8368,加税,2018-05-29,日元
2018-06-04,5.8609,加税,2018-05-29,日元
2018-06-01,5.8906,加税,2018-05-29,日元
2018-05-31,5.8986,加税,2018-05-29,日元
2018-05-30,5.9234,加税,2018-05-29,日元
2018-05-29,5.8509,加税,2018-05-29,日元
2018-05-28,5.8334,加税,2018-05-29,日元
2018-05-25,5.841,加税,2018-05-29,日元
2018-05-24,5.805,加税,2018-05-29,日元
2018-05-23,5.7531,加税,2018-05-29,日元
2018-07-03,6.0007,中下调亚洲国家进口关税,2018-06-26,日元
2018-07-02,5.9777,中下调亚洲国家进口关税,2018-06-26,日元
2018-06-29,5.9914,中下调亚洲国家进口关税,2018-06-26,日元
2018-06-28,5.9966,中下调亚洲国家进口关税,2018-06-26,日元
2018-06-27,5.9592,中下调亚洲国家进口关税,2018-06-26,日元
2018-06-26,5.9482,中下调亚洲国家进口关税,2018-06-26,日元
2018-06-25,5.9078,中下调亚洲国家进口关税,2018-06-26,日元
2018-06-22,5.8944,中下调亚洲国家进口关税,2018-06-26,日元
2018-06-21,5.8613,中下调亚洲国家进口关税,2018-06-26,日元
2018-06-20,5.8774,中下调亚洲国家进口关税,2018-06-26,日元
2018-07-13,5.9234,"中对美加征关税,301特别关税豁免,美对中开始加征关税",2018-07-06,日元
